TYPE_OF_DAY,TIME_OF_DAY,PROCESS,SUSPICIOUS
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,ftpd,ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,cups,NON-ATTACK
NON_WORKING,early morning,cups,NON-ATTACK
NON_WORKING,early morning,syslogd,NON-ATTACK
NON_WORKING,early morning,logrotate,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,NON-ATTACK
WORKING,evening,sshd,ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,afternoon,sshd,NON-ATTACK
WORKING,afternoon,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,sshd,ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,evening,klogind,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,night,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,logrotate,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,cups,NON-ATTACK
NON_WORKING,early morning,cups,NON-ATTACK
NON_WORKING,early morning,syslogd,NON-ATTACK
NON_WORKING,early morning,logrotate,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,snmpd,NON-ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,afternoon,ftpd,NON-ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,afternoon,ftpd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,sshd,NON-ATTACK
WORKING,early morning,sshd,ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,night,sshd,ATTACK
WORKING,night,sshd,ATTACK
WORKING,night,sshd,ATTACK
WORKING,night,sshd,ATTACK
WORKING,night,sshd,ATTACK
WORKING,night,sshd,ATTACK
WORKING,night,sshd,ATTACK
WORKING,night,sshd,ATTACK
WORKING,night,sshd,ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,evening,ftpd,NON-ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
WORKING,evening,ftpd,ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,logrotate,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,ATTACK
NON_WORKING,morning,rpc,ATTACK
NON_WORKING,morning,ftpd,NON-ATTACK
NON_WORKING,morning,ftpd,NON-ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,morning,ftpd,ATTACK
NON_WORKING,evening,ftpd,NON-ATTACK
NON_WORKING,evening,ftpd,ATTACK
NON_WORKING,evening,ftpd,ATTACK
NON_WORKING,evening,ftpd,ATTACK
NON_WORKING,evening,ftpd,ATTACK
NON_WORKING,evening,ftpd,ATTACK
NON_WORKING,evening,ftpd,ATTACK
NON_WORKING,evening,ftpd,ATTACK
NON_WORKING,evening,ftpd,ATTACK
NON_WORKING,evening,ftpd,ATTACK
NON_WORKING,evening,ftpd,ATTACK
NON_WORKING,evening,ftpd,ATTACK
NON_WORKING,evening,ftpd,ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,cups,NON-ATTACK
NON_WORKING,early morning,cups,NON-ATTACK
NON_WORKING,early morning,syslogd,NON-ATTACK
NON_WORKING,early morning,logrotate,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,su,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,early morning,sshd,NON-ATTACK
NON_WORKING,afternoon,sshd,NON-ATTACK
NON_WORKING,afternoon,sshd,ATTACK
NON_WORKING,afternoon,sshd,NON-ATTACK
NON_WORKING,afternoon,sshd,ATTACK
NON_WORKING,afternoon,sshd,NON-ATTACK
NON_WORKING,afternoon,sshd,ATTACK
NON_WORKING,afternoon,sshd,NON-ATTACK
NON_WORKING,afternoon,sshd,ATTACK
NON_WORKING,afternoon,sshd,NON-ATTACK
NON_WORKING,afternoon,sshd,ATTACK
NON_WORKING,afternoon,sshd,NON-ATTACK
NON_WORKING,afternoon,sshd,ATTACK
NON_WORKING,afternoon,sshd,NON-ATTACK
NON_WORKING,afternoon,sshd,ATTACK
NON_WORKING,afternoon,sshd,NON-ATTACK
NON_WORKING,afternoon,sshd,ATTACK
NON_WORKING,afternoon,sshd,NON-ATTACK
NON_WORKING,afternoon,sshd,ATTACK
NON_WORKING,afternoon,sshd,NON-ATTACK
NON_WORKING,afternoon,sshd,ATTACK
NON_WORKING,afternoon,sshd,NON-ATTACK
NON_WORKING,afternoon,sshd,ATTACK
NON_WORKING,afternoon,sshd,NON-ATTACK
NON_WORKING,afternoon,sshd,ATTACK
NON_WORKING,afternoon,sshd,NON-ATTACK
NON_WORKING,afternoon,sshd,ATTACK
WORKING,early morning,ftpd,NON-ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,ftpd,ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,logrotate,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,su,NON-ATTACK
WORKING,early morning,gdm,NON-ATTACK
WORKING,early morning,gdm,NON-ATTACK
WORKING,early morning,gdm,NON-ATTACK
WORKING,early morning,gdm,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,NON-ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
WORKING,morning,ftpd,ATTACK
